Ohno1	Ohno2	Symbol1	Symbol2
TGFB1	TGFB3	TGFB1	TGFB3
NOG	LOC110075926	NOG	LOC110075926
CNN2	CNN1	CNN2	CNN1
DEF6	SWAP70	DEF6	SWAP70
CTTNBP2NL	CTTNBP2	CTTNBP2NL	CTTNBP2
PRKD2	PRKD3	PRKD2	PRKD3
NMRK2	LOC110077233	NMRK2	LOC110077233
SLC25A25	SLC25A24	SLC25A25	SLC25A24
PCYOX1L	LOC110075841	PCYOX1L	LOC110075841
SGK2	LOC110089237	SGK2	LOC110089237
NAP1L4	NAP1L1	NAP1L4	NAP1L1
GRHL1	GRHL2	GRHL1	GRHL2
ANO4	ANO3	ANO4	ANO3
LOC110085662	CABP1	LOC110085662	CABP1
TPM3	TPM4	TPM3	TPM4
GDAP1L1	GDAP1	GDAP1L1	GDAP1
FBRS	LOC110087928	FBRS	LOC110087928
NTF4	NTF3	NTF4	NTF3
KDM2B	FBXL19	KDM2B	FBXL19
GCK	LOC110086798	GCK	LOC110086798
LOC110074267	WASF1	LOC110074267	WASF1
LMBR1	LMBR1L	LMBR1	LMBR1L
THBS4	COMP	THBS4	COMP
CCM2L	CCM2	CCM2L	CCM2
SMAD2	SMAD3	SMAD2	SMAD3
FAM175A	FAM175B	FAM175A	FAM175B
SH2D3C	LOC110077943	SH2D3C	LOC110077943
MAST2	MAST1	MAST2	MAST1
CDKN1C	LOC110074986	CDKN1C	LOC110074986
EML2	EML1	EML2	EML1
RNF114	RNF166	RNF114	RNF166
HCFC1	HCFC2	HCFC1	HCFC2
KCNJ1	KCNJ13	KCNJ1	KCNJ13
SAMD4B	SAMD4A	SAMD4B	SAMD4A
POC1B	POC1A	POC1B	POC1A
SLC25A35	SLC25A34	SLC25A35	SLC25A34
TXLNA	LOC110075453	TXLNA	LOC110075453
PHOX2A	PHOX2B	PHOX2A	PHOX2B
MST1	HGF	MST1	HGF
RAB33B	RAB33A	RAB33B	RAB33A
DLGAP2	DLGAP3	DLGAP2	DLGAP3
LOC110084020	TVP23A	LOC110084020	TVP23A
MAPKAPK2	MAPKAPK3	MAPKAPK2	MAPKAPK3
UBAP2	UBAP2L	UBAP2	UBAP2L
CASS4	NEDD9	CASS4	NEDD9
YIPF2	YIPF1	YIPF2	YIPF1
LOC110075230	LOC110081409	LOC110075230	LOC110081409
MINDY2	MINDY1	MINDY2	MINDY1
ITPKB	ITPKA	ITPKB	ITPKA
PTGER4	PTGIR	PTGER4	PTGIR
PAX5	PAX8	PAX5	PAX8
TGIF2	TGIF1	TGIF2	TGIF1
ATP10B	ATP10D	ATP10B	ATP10D
MYF6	MYOD1	MYF6	MYOD1
PLD2	PLD1	PLD2	PLD1
COL1A1	COL2A1	COL1A1	COL2A1
TNFAIP8L3	TNFAIP8L2	TNFAIP8L3	TNFAIP8L2
NRG1	LOC110080706	NRG1	LOC110080706
MAP3K12	MAP3K13	MAP3K12	MAP3K13
TPM4	TPM1	TPM4	TPM1
MKL1	MYOCD	MKL1	MYOCD
ACTN2	ACTN3	ACTN2	ACTN3
LHX3	LHX4	LHX3	LHX4
NCOA2	NCOA1	NCOA2	NCOA1
CCDC88A	CCDC88C	CCDC88A	CCDC88C
MSN	RDX	MSN	RDX
TULP3	TULP2	TULP3	TULP2
ATP11A	ATP11B	ATP11A	ATP11B
LOC110085268	LOC110076638	LOC110085268	LOC110076638
FERMT2	FERMT1	FERMT2	FERMT1
COMP	THBS3	COMP	THBS3
CLIC3	CLIC1	CLIC3	CLIC1
STK3	STK4	STK3	STK4
PIAS4	PIAS3	PIAS4	PIAS3
SHANK1	SHANK2	SHANK1	SHANK2
KMT2C	KMT2D	KMT2C	KMT2D
PDLIM4	PDLIM3	PDLIM4	PDLIM3
NAV1	NAV3	NAV1	NAV3
LOC110084635	SLC25A36	LOC110084635	SLC25A36
MIER3	MIER1	MIER3	MIER1
SNX10	SNX11	SNX10	SNX11
MTX3	MTX1	MTX3	MTX1
PTPN12	PTPN22	PTPN12	PTPN22
LOC110081163	LOC110085647	LOC110081163	LOC110085647
STAB2	STAB1	STAB2	STAB1
TNNI2	TNNI3	TNNI2	TNNI3
MTF2	PHF1	MTF2	PHF1
PPIP5K2	PPIP5K1	PPIP5K2	PPIP5K1
PELI3	PELI1	PELI3	PELI1
RAB31	RAB22A	RAB31	RAB22A
TRPC6	TRPC7	TRPC6	TRPC7
BRPF1	BRD1	BRPF1	BRD1
RASGRP2	RASGRP3	RASGRP2	RASGRP3
BCL7A	BCL7B	BCL7A	BCL7B
ILF3	STRBP	ILF3	STRBP
ELMO2	ELMO1	ELMO2	ELMO1
CYTH4	LOC110078512	CYTH4	LOC110078512
LOC110072609	AADAC	LOC110072609	AADAC
DENND2A	DENND2D	DENND2A	DENND2D
HNRNPUL2	HNRNPU	HNRNPUL2	HNRNPU
CUNH10orf90	ALMS1	CUNH10orf90	ALMS1
LOC110079406	KCNJ9	LOC110079406	KCNJ9
LOC110074711	PTTG1IP	LOC110074711	PTTG1IP
LOC110088674	LOC110085661	LOC110088674	LOC110085661
PGM5	PGM1	PGM5	PGM1
PKN1	PKN2	PKN1	PKN2
LOC110085756	RYR1	LOC110085756	RYR1
KCNJ6	KCNJ9	KCNJ6	KCNJ9
NMT1	NMT2	NMT1	NMT2
LOC110082108	PCDH8	LOC110082108	PCDH8
CKMT2	CKMT1A	CKMT2	CKMT1A
POLR3GL	POLR3G	POLR3GL	POLR3G
SRGAP2	ARHGAP4	SRGAP2	ARHGAP4
CDC14B	CDC14A	CDC14B	CDC14A
CNTNAP5	CNTNAP1	CNTNAP5	CNTNAP1
SNX20	SNX21	SNX20	SNX21
MYRF	MYRFL	MYRF	MYRFL
GSG1	LOC110089137	GSG1	LOC110089137
GRIN2B	GRIN2D	GRIN2B	GRIN2D
FRY	FRYL	FRY	FRYL
CHRNB2	CHRNB4	CHRNB2	CHRNB4
TNFAIP1	KCTD13	TNFAIP1	KCTD13
SPIRE2	LOC110074600	SPIRE2	LOC110074600
MARK3	MARK1	MARK3	MARK1
OSBPL7	OSBPL3	OSBPL7	OSBPL3
CDON	BOC	CDON	BOC
ARHGAP12	LOC110070841	ARHGAP12	LOC110070841
LOC110073662	LOC110078182	LOC110073662	LOC110078182
GAD1	GAD2	GAD1	GAD2
SIPA1	SIPA1L3	SIPA1	SIPA1L3
LOC110082937	NPHS2	LOC110082937	NPHS2
SOGA1	SOGA3	SOGA1	SOGA3
SLCO2A1	SLCO1B3	SLCO2A1	SLCO1B3
ATP2A1	ATP2A2	ATP2A1	ATP2A2
NPM3	NPM1	NPM3	NPM1
FOSB	FOSL1	FOSB	FOSL1
SEPT5	SEPT1	SEPT5	SEPT1
LRRN2	LRRN1	LRRN2	LRRN1
MMP17	LOC110090061	MMP17	LOC110090061
PFKFB1	PFKFB2	PFKFB1	PFKFB2
TBX2	TBX3	TBX2	TBX3
JADE1	JADE3	JADE1	JADE3
PMM1	PMM2	PMM1	PMM2
NT5C1A	LOC110074258	NT5C1A	LOC110074258
LOC110072091	LOC110086798	LOC110072091	LOC110086798
PRKAR2A	PRKAR2B	PRKAR2A	PRKAR2B
RNF150	RNF130	RNF150	RNF130
RFX6	RFX2	RFX6	RFX2
INHBB	INHBA	INHBB	INHBA
LOC110084664	LOC110081163	LOC110084664	LOC110081163
TMC6	TMC4	TMC6	TMC4
PPP6R3	PPP6R1	PPP6R3	PPP6R1
CNOT6L	CNOT6	CNOT6L	CNOT6
DGUOK	LOC110073482	DGUOK	LOC110073482
MFSD2A	MFSD2B	MFSD2A	MFSD2B
LOC110089239	ATP2A1	LOC110089239	ATP2A1
RXRB	RXRG	RXRB	RXRG
HTRA1	HTRA4	HTRA1	HTRA4
KDM2A	KDM2B	KDM2A	KDM2B
PREP	PREPL	PREP	PREPL
METTL8	LOC110088994	METTL8	LOC110088994
TJP3	TJP1	TJP3	TJP1
CNOT8	CNOT7	CNOT8	CNOT7
PDK2	PDK3	PDK2	PDK3
EYA3	EYA2	EYA3	EYA2
COL2A1	COL5A2	COL2A1	COL5A2
GRB2	LOC110084711	GRB2	LOC110084711
ANKRD13D	ANKRD13A	ANKRD13D	ANKRD13A
LOC110073571	LOC110079849	LOC110073571	LOC110079849
DOK5	DOK6	DOK5	DOK6
SREK1	SRSF11	SREK1	SRSF11
RAB8A	RAB13	RAB8A	RAB13
LONRF3	LOC110080775	LONRF3	LOC110080775
LPCAT1	LPCAT4	LPCAT1	LPCAT4
RANBP10	RANBP9	RANBP10	RANBP9
PYGO2	PYGO1	PYGO2	PYGO1
COL4A4	COL4A6	COL4A4	COL4A6
LMAN2	LMAN2L	LMAN2	LMAN2L
TP53BP2	PPP1R13B	TP53BP2	PPP1R13B
INSM2	INSM1	INSM2	INSM1
ZNF541	ELMSAN1	ZNF541	ELMSAN1
SPTBN2	SPTBN1	SPTBN2	SPTBN1
LOC110079272	PLIN1	LOC110079272	PLIN1
DNMBP	ARHGEF37	DNMBP	ARHGEF37
APBB2	APBB3	APBB2	APBB3
ZNF687	ZNF532	ZNF687	ZNF532
FNIP2	FNIP1	FNIP2	FNIP1
EPHB1	EPHA2	EPHB1	EPHA2
HOMER3	HOMER1	HOMER3	HOMER1
ZMYM2	ZMYM4	ZMYM2	ZMYM4
GALNT2	GALNT16	GALNT2	GALNT16
SAXO1	SAXO2	SAXO1	SAXO2
HSP90AA1	HSP90AB1	HSP90AA1	HSP90AB1
ACOT12	ACOT11	ACOT12	ACOT11
NEK1	NEK5	NEK1	NEK5
MAP3K6	MAP3K15	MAP3K6	MAP3K15
LOC110078098	TRPC7	LOC110078098	TRPC7
THSD7B	THSD7A	THSD7B	THSD7A
NCOR1	NCOR2	NCOR1	NCOR2
NTF4	BDNF	NTF4	BDNF
PTPRF	PTPRS	PTPRF	PTPRS
PI4K2A	PI4K2B	PI4K2A	PI4K2B
LOC110082226	LOC110085193	LOC110082226	LOC110085193
RPS6KA1	RPS6KA3	RPS6KA1	RPS6KA3
SALL3	SALL4	SALL3	SALL4
HSPA4L	HSPA4	HSPA4L	HSPA4
CAPN9	LOC110089266	CAPN9	LOC110089266
CACNA2D2	CACNA2D1	CACNA2D2	CACNA2D1
MOB3C	MOB3A	MOB3C	MOB3A
GABRA4	GABRA6	GABRA4	GABRA6
ACAP2	ACAP1	ACAP2	ACAP1
SUCNR1	OPRM1	SUCNR1	OPRM1
LOC110089833	LOC110090859	LOC110089833	LOC110090859
LTBP4	LTBP2	LTBP4	LTBP2
DUSP16	DUSP8	DUSP16	DUSP8
SLC27A4	SLC27A1	SLC27A4	SLC27A1
PDZRN4	PDZRN3	PDZRN4	PDZRN3
TNFAIP8L2	TNFAIP8	TNFAIP8L2	TNFAIP8
UNC5D	UNC5C	UNC5D	UNC5C
TRERF1	ELMSAN1	TRERF1	ELMSAN1
SLC8A2	SLC8A1	SLC8A2	SLC8A1
LOC110073656	LOC110083393	LOC110073656	LOC110083393
WWC1	WWC2	WWC1	WWC2
FGFR3	FGFR4	FGFR3	FGFR4
RHOC	RHOF	RHOC	RHOF
ACBD3	TMED8	ACBD3	TMED8
MAFG	MAFF	MAFG	MAFF
LAMA2	LAMA1	LAMA2	LAMA1
ANKRD44	ANKRD52	ANKRD44	ANKRD52
PPFIA3	PPFIA4	PPFIA3	PPFIA4
SRGAP3	SRGAP1	SRGAP3	SRGAP1
SLC4A10	SLC4A5	SLC4A10	SLC4A5
GCK	LOC110086784	GCK	LOC110086784
AGAP3	AGAP2	AGAP3	AGAP2
TSPAN4	TSPAN9	TSPAN4	TSPAN9
TLE4	TLE2	TLE4	TLE2
CCKBR	CCKAR	CCKBR	CCKAR
PITX1	PITX2	PITX1	PITX2
MYO1F	MYO1E	MYO1F	MYO1E
ITIH6	ITIH4	ITIH6	ITIH4
MYH11	MYH10	MYH11	MYH10
HOXA9	HOXC9	HOXA9	HOXC9
EML3	EML1	EML3	EML1
SMAD5	SMAD9	SMAD5	SMAD9
NME4	LOC110090964	NME4	LOC110090964
CDH24	CDH22	CDH24	CDH22
WBP1L	WBP1	WBP1L	WBP1
HTR2B	HTR2C	HTR2B	HTR2C
SPOCD1	PHF3	SPOCD1	PHF3
LOC110090515	EBF1	LOC110090515	EBF1
CAP2	CAP1	CAP2	CAP1
FLT4	KDR	FLT4	KDR
DGKG	DGKB	DGKG	DGKB
ZDHHC18	ZDHHC14	ZDHHC18	ZDHHC14
MAP7D2	MAP7D1	MAP7D2	MAP7D1
ATP2B4	ATP2B1	ATP2B4	ATP2B1
LOC110079013	PLA2G4A	LOC110079013	PLA2G4A
CCNYL1	CCNY	CCNYL1	CCNY
ITM2B	ITM2A	ITM2B	ITM2A
LOC110082108	PCDH18	LOC110082108	PCDH18
SMOC1	SMOC2	SMOC1	SMOC2
RNF115	RNF126	RNF115	RNF126
TSHZ1	TSHZ2	TSHZ1	TSHZ2
CELF4	CELF6	CELF4	CELF6
STK32A	STK32C	STK32A	STK32C
NR2F2	NR2F6	NR2F2	NR2F6
PTGS2	PTGS1	PTGS2	PTGS1
LOC110091615	LOC110070096	LOC110091615	LOC110070096
PKD2L1	PKD2L2	PKD2L1	PKD2L2
INSIG2	INSIG1	INSIG2	INSIG1
PPP1R3E	PPP1R3G	PPP1R3E	PPP1R3G
CAPN11	CAPN9	CAPN11	CAPN9
MAST4	MAST2	MAST4	MAST2
KIRREL3	KIRREL2	KIRREL3	KIRREL2
GATA2	GATA1	GATA2	GATA1
DOCK4	DOCK3	DOCK4	DOCK3
CAPN9	CAPN3	CAPN9	CAPN3
FAM124B	FAM124A	FAM124B	FAM124A
LOC110088665	PDE4C	LOC110088665	PDE4C
LOC110085486	GALR1	LOC110085486	GALR1
ELOVL1	ELOVL7	ELOVL1	ELOVL7
SGTA	SGTB	SGTA	SGTB
PIK3R3	PIK3R1	PIK3R3	PIK3R1
ARHGAP45	GMIP	ARHGAP45	GMIP
EIF4EBP2	EIF4EBP1	EIF4EBP2	EIF4EBP1
MAP1A	MAP1S	MAP1A	MAP1S
SIPA1L3	SIPA1L2	SIPA1L3	SIPA1L2
DAGLA	DAGLB	DAGLA	DAGLB
MTF2	LOC110087443	MTF2	LOC110087443
SOX12	SOX4	SOX12	SOX4
CRLF1	CNTFR	CRLF1	CNTFR
RAP1A	RAP1B	RAP1A	RAP1B
CCDC126	MGAT5	CCDC126	MGAT5
SRCAP	EP400	SRCAP	EP400
WNK3	WNK2	WNK3	WNK2
LOC110074978	ARHGEF26	LOC110074978	ARHGEF26
SLC4A2	SLC4A3	SLC4A2	SLC4A3
REPS1	LOC110075440	REPS1	LOC110075440
TANC1	TANC2	TANC1	TANC2
CACNG2	CACNG3	CACNG2	CACNG3
LOC110081163	LOC110087663	LOC110081163	LOC110087663
NTNG2	NTNG1	NTNG2	NTNG1
PHTF1	PHTF2	PHTF1	PHTF2
PLEKHA7	PLEKHA6	PLEKHA7	PLEKHA6
LOC110084975	LOC110078303	LOC110084975	LOC110078303
MTFR1	MTFR1L	MTFR1	MTFR1L
TP53INP2	TP53INP1	TP53INP2	TP53INP1
PITPNC1	LOC110087134	PITPNC1	LOC110087134
SMARCD1	SMARCD3	SMARCD1	SMARCD3
CREB3L2	CREB3L1	CREB3L2	CREB3L1
TOB1	TOB2	TOB1	TOB2
SLC8A1	SLC8A3	SLC8A1	SLC8A3
TSHR	LOC110088908	TSHR	LOC110088908
ELAVL4	ELAVL3	ELAVL4	ELAVL3
UCK1	UCK2	UCK1	UCK2
LOC110085661	LOC110084975	LOC110085661	LOC110084975
HPCA	HPCAL1	HPCA	HPCAL1
TULP3	TULP1	TULP3	TULP1
ATP11C	ATP11A	ATP11C	ATP11A
CDH7	CDH22	CDH7	CDH22
LRRC10B	LRRC10	LRRC10B	LRRC10
KLHL41	KLHL40	KLHL41	KLHL40
FOXE1	FOXD2	FOXE1	FOXD2
RAB40B	RAB40C	RAB40B	RAB40C
GRPEL2	GRPEL1	GRPEL2	GRPEL1
ARNT2	ARNT	ARNT2	ARNT
NKX6-1	NKX6-2	NKX6-1	NKX6-2
LONRF2	LONRF3	LONRF2	LONRF3
SORCS2	SORCS1	SORCS2	SORCS1
GABRA5	GABRA4	GABRA5	GABRA4
CDS1	CDS2	CDS1	CDS2
ATP2A2	LOC110089239	ATP2A2	LOC110089239
JUN	JUNB	JUN	JUNB
NEUROD6	NEUROD4	NEUROD6	NEUROD4
FAM214A	FAM214B	FAM214A	FAM214B
RPE65	BCO1	RPE65	BCO1
TRPC6	LOC110078098	TRPC6	LOC110078098
GPR17	GPR4	GPR17	GPR4
CNKSR3	CNKSR2	CNKSR3	CNKSR2
BCR	ABR	BCR	ABR
DTX4	DTX1	DTX4	DTX1
ZIC1	ZIC2	ZIC1	ZIC2
TNS4	TNS1	TNS4	TNS1
CDK2AP1	CDK2AP2	CDK2AP1	CDK2AP2
LOC110078490	KCNC2	LOC110078490	KCNC2
MIER3	MIER2	MIER3	MIER2
KYAT1	KYAT3	KYAT1	KYAT3
UBXN2A	NSFL1C	UBXN2A	NSFL1C
C1QTNF4	C1QTNF6	C1QTNF4	C1QTNF6
MEX3C	MEX3A	MEX3C	MEX3A
ROR1	ROR2	ROR1	ROR2
GGA3	GGA2	GGA3	GGA2
CSRP3	CSRP1	CSRP3	CSRP1
BAIAP2	BAIAP2L1	BAIAP2	BAIAP2L1
BMP6	BMP5	BMP6	BMP5
TTYH2	TTYH1	TTYH2	TTYH1
LOC110077997	FSTL3	LOC110077997	FSTL3
KLC4	KLC2	KLC4	KLC2
LOC110088365	LOC110086487	LOC110088365	LOC110086487
CACNG7	CACNG5	CACNG7	CACNG5
CERS6	CERS2	CERS6	CERS2
STAG3	STAG1	STAG3	STAG1
LOC110084064	HYAL2	LOC110084064	HYAL2
MAP7D1	MAP7D3	MAP7D1	MAP7D3
STRN3	STRN	STRN3	STRN
EIF4E	EIF4E1B	EIF4E	EIF4E1B
KERA	PRELP	KERA	PRELP
CDR2L	CDR2	CDR2L	CDR2
ESCO2	ESCO1	ESCO2	ESCO1
HNRNPU	HNRNPUL1	HNRNPU	HNRNPUL1
CPNE2	CPNE7	CPNE2	CPNE7
PITPNM3	PITPNM1	PITPNM3	PITPNM1
RNF138	RNF166	RNF138	RNF166
ATP2B2	ATP2B3	ATP2B2	ATP2B3
HOXA11	HOXC11	HOXA11	HOXC11
TFAP2A	TFAP2B	TFAP2A	TFAP2B
ZIC1	ZIC5	ZIC1	ZIC5
TJAP1	BEGAIN	TJAP1	BEGAIN
LCK	LYN	LCK	LYN
TRPM6	TRPM1	TRPM6	TRPM1
PLCB2	PLCB3	PLCB2	PLCB3
ZDHHC20	ZDHHC2	ZDHHC20	ZDHHC2
SRGAP2	SRGAP3	SRGAP2	SRGAP3
ANKRD7	LOC110072536	ANKRD7	LOC110072536
GABRA5	GABRA6	GABRA5	GABRA6
RCOR2	RCOR3	RCOR2	RCOR3
LOC110076957	ATP1A3	LOC110076957	ATP1A3
ADAM23	ADAM11	ADAM23	ADAM11
PYGM	PYGB	PYGM	PYGB
LOC110078231	LOC110071817	LOC110078231	LOC110071817
KIAA1755	PLEKHG4	KIAA1755	PLEKHG4
SYNCRIP	HNRNPR	SYNCRIP	HNRNPR
HOMEZ	ZHX1	HOMEZ	ZHX1
SEZ6L	SEZ6L2	SEZ6L	SEZ6L2
GAPDH	GAPDHS	GAPDH	GAPDHS
USH1G	ANKS4B	USH1G	ANKS4B
FAM217A	FAM217B	FAM217A	FAM217B
LOC110079615	TOR3A	LOC110079615	TOR3A
PLPPR4	PLPPR3	PLPPR4	PLPPR3
SLC9A6	SLC9A7	SLC9A6	SLC9A7
SGCG	SGCZ	SGCG	SGCZ
ANP32B	ANP32E	ANP32B	ANP32E
PPP2R2D	PPP2R2C	PPP2R2D	PPP2R2C
SPATS2	SPATS2L	SPATS2	SPATS2L
LOC110086921	MCRIP1	LOC110086921	MCRIP1
SHC3	SHC4	SHC3	SHC4
ING4	ING5	ING4	ING5
TRPV3	TRPV4	TRPV3	TRPV4
PITX2	LOC110077782	PITX2	LOC110077782
PLEKHG3	PLEKHG2	PLEKHG3	PLEKHG2
POU4F2	POU4F1	POU4F2	POU4F1
FOS	FOSL1	FOS	FOSL1
TCF12	TCF3	TCF12	TCF3
LAMA5	LAMA3	LAMA5	LAMA3
ADAP1	LOC110075919	ADAP1	LOC110075919
COL5A3	COL11A1	COL5A3	COL11A1
SDC2	SDC1	SDC2	SDC1
APP	APLP2	APP	APLP2
LOC110086925	ANKFN1	LOC110086925	ANKFN1
TENM2	TENM1	TENM2	TENM1
ALDOA	ALDOC	ALDOA	ALDOC
EML1	EML4	EML1	EML4
SLC26A5	SLC26A2	SLC26A5	SLC26A2
RXRA	RXRG	RXRA	RXRG
CHRM5	CHRM1	CHRM5	CHRM1
FAM13B	FAM13C	FAM13B	FAM13C
PLD3	LOC110081057	PLD3	LOC110081057
ERFE	C1QTNF12	ERFE	C1QTNF12
RHOT2	RHOT1	RHOT2	RHOT1
ATP6V0D2	ATP6V0D1	ATP6V0D2	ATP6V0D1
RAB1A	LOC110081013	RAB1A	LOC110081013
LRP1	LRP2	LRP1	LRP2
NKX6-3	NKX6-2	NKX6-3	NKX6-2
SOX10	SOX8	SOX10	SOX8
PMPCB	LOC110081406	PMPCB	LOC110081406
HSPA4	HSPH1	HSPA4	HSPH1
CBX5	CBX3	CBX5	CBX3
GFI1	GFI1B	GFI1	GFI1B
P2RX3	P2RX5	P2RX3	P2RX5
KLB	KL	KLB	KL
ATP8B3	LOC110082805	ATP8B3	LOC110082805
CD207	LOC110077954	CD207	LOC110077954
PAK3	PAK2	PAK3	PAK2
GRINA	LOC110085072	GRINA	LOC110085072
CACNA1C	CACNA1F	CACNA1C	CACNA1F
DIP2B	DIP2C	DIP2B	DIP2C
CERS5	CERS3	CERS5	CERS3
RRAGC	RRAGD	RRAGC	RRAGD
SPOCD1	DIDO1	SPOCD1	DIDO1
DPF2	DPF3	DPF2	DPF3
HOXA5	HOXB5	HOXA5	HOXB5
LOC110075624	ITPKB	LOC110075624	ITPKB
AQP1	LOC110074423	AQP1	LOC110074423
P2RX6	P2RX1	P2RX6	P2RX1
L1CAM	NFASC	L1CAM	NFASC
UPF3B	UPF3A	UPF3B	UPF3A
HTRA1	HTRA3	HTRA1	HTRA3
DHRS7C	DHRS7B	DHRS7C	DHRS7B
PDLIM5	PDLIM7	PDLIM5	PDLIM7
LOC110077997	FST	LOC110077997	FST
EXOC6	EXOC6B	EXOC6	EXOC6B
FER1L5	DYSF	FER1L5	DYSF
GMFG	GMFB	GMFG	GMFB
PLSCR3	LOC110073038	PLSCR3	LOC110073038
GPR158	GPR179	GPR158	GPR179
SFXN1	SFXN3	SFXN1	SFXN3
LPCAT1	LPCAT2	LPCAT1	LPCAT2
LOC110086420	ITGA2	LOC110086420	ITGA2
LOC110077251	HDGF	LOC110077251	HDGF
LOC110078709	VAMP3	LOC110078709	VAMP3
MAP3K6	MAP3K5	MAP3K6	MAP3K5
LOC110087653	LOC110078305	LOC110087653	LOC110078305
HOXC13	HOXA13	HOXC13	HOXA13
ZDHHC17	ZDHHC13	ZDHHC17	ZDHHC13
PLSCR3	LOC110073042	PLSCR3	LOC110073042
PLPPR2	PLPPR5	PLPPR2	PLPPR5
DDX17	DDX5	DDX17	DDX5
AKT3	AKT2	AKT3	AKT2
LOC110071766	LOC110078353	LOC110071766	LOC110078353
ABI1	ABI3	ABI1	ABI3
FOXI3	FOXI1	FOXI3	FOXI1
TMEM59L	TMEM59	TMEM59L	TMEM59
GABRA3	GABRA4	GABRA3	GABRA4
KDM5B	KDM5A	KDM5B	KDM5A
CCNJL	CCNJ	CCNJL	CCNJ
ATP5G2	ATP5G1	ATP5G2	ATP5G1
SYNE2	SYNE1	SYNE2	SYNE1
RFX3	RFX2	RFX3	RFX2
FAM109A	FAM109B	FAM109A	FAM109B
TMEM132C	TMEM132E	TMEM132C	TMEM132E
P3H2	P3H3	P3H2	P3H3
VLDLR	LRP8	VLDLR	LRP8
LOC110079246	HDGF	LOC110079246	HDGF
SLC4A3	SLC4A1	SLC4A3	SLC4A1
TNRC6A	TNRC6B	TNRC6A	TNRC6B
ATP10A	ATP10B	ATP10A	ATP10B
KCNH6	KCNH2	KCNH6	KCNH2
LINGO3	LINGO1	LINGO3	LINGO1
ARL5C	ARL5A	ARL5C	ARL5A
LOC110082127	PCDH18	LOC110082127	PCDH18
TMC7	TMC8	TMC7	TMC8
ZNF609	ZNF608	ZNF609	ZNF608
GBX1	GBX2	GBX1	GBX2
IKZF4	IKZF2	IKZF4	IKZF2
LOC110079010	PLA2G4A	LOC110079010	PLA2G4A
LOC110072091	LOC110086784	LOC110072091	LOC110086784
OSBPL11	OSBPL10	OSBPL11	OSBPL10
EPS8L1	EPS8	EPS8L1	EPS8
MMP28	MMP19	MMP28	MMP19
DDO	DAO	DDO	DAO
ABLIM1	ABLIM2	ABLIM1	ABLIM2
CHSY1	CHSY3	CHSY1	CHSY3
MYO9A	MYO9B	MYO9A	MYO9B
ZC3H12B	ZC3H12D	ZC3H12B	ZC3H12D
NTMT1	METTL11B	NTMT1	METTL11B
SNTB1	SNTA1	SNTB1	SNTA1
LOC110083218	MEP1B	LOC110083218	MEP1B
LOC110080930	LOC110088015	LOC110080930	LOC110088015
CPLX2	CPLX3	CPLX2	CPLX3
SFT2D1	SFT2D2	SFT2D1	SFT2D2
FEM1A	FEM1C	FEM1A	FEM1C
LOC110074978	ARHGEF15	LOC110074978	ARHGEF15
GALR3	GALR1	GALR3	GALR1
NDNF	LOC110083648	NDNF	LOC110083648
MAN1A1	MAN1C1	MAN1A1	MAN1C1
METRN	METRNL	METRN	METRNL
LOC110075624	ITPKA	LOC110075624	ITPKA
CASR	LOC110073143	CASR	LOC110073143
RASSF10	RASSF9	RASSF10	RASSF9
RGL3	RALGDS	RGL3	RALGDS
TLDC2	NCOA7	TLDC2	NCOA7
RAB5B	RAB5C	RAB5B	RAB5C
ARHGAP25	ARHGAP22	ARHGAP25	ARHGAP22
PLPP1	LOC110091305	PLPP1	LOC110091305
CDH6	CDH7	CDH6	CDH7
ADD3	ADD2	ADD3	ADD2
DCSTAMP	DCST2	DCSTAMP	DCST2
NAV1	NAV2	NAV1	NAV2
KANSL1	KANSL1L	KANSL1	KANSL1L
ACVR1C	TGFBR1	ACVR1C	TGFBR1
PLOD2	PLOD1	PLOD2	PLOD1
PAX1	PAX9	PAX1	PAX9
USP31	USP43	USP31	USP43
ZFP36	ZFP36L2	ZFP36	ZFP36L2
NIPA1	NIPAL1	NIPA1	NIPAL1
OLIG3	OLIG2	OLIG3	OLIG2
DOCK6	DOCK7	DOCK6	DOCK7
FZD1	FZD2	FZD1	FZD2
COLGALT1	CERCAM	COLGALT1	CERCAM
SFPQ	PSPC1	SFPQ	PSPC1
CSNK1G2	CSNK1G3	CSNK1G2	CSNK1G3
CNIH2	CNIH1	CNIH2	CNIH1
EPB41L2	EPB41	EPB41L2	EPB41
LOC110090515	EBF3	LOC110090515	EBF3
EAF1	EAF2	EAF1	EAF2
HCRTR2	NPFFR2	HCRTR2	NPFFR2
PLA2G1B	LOC110072678	PLA2G1B	LOC110072678
MAP1B	MAP1S	MAP1B	MAP1S
SYN2	SYN3	SYN2	SYN3
NEDD4	NEDD4L	NEDD4	NEDD4L
NOVA2	NOVA1	NOVA2	NOVA1
LNX2	LNX1	LNX2	LNX1
PCBD2	PCBD1	PCBD2	PCBD1
ARL6IP5	PRAF2	ARL6IP5	PRAF2
IGF2BP2	IGF2BP1	IGF2BP2	IGF2BP1
TRIB1	TRIB2	TRIB1	TRIB2
LCA5L	LCA5	LCA5L	LCA5
ADGRG6	ADGRG2	ADGRG6	ADGRG2
TIMM17B	TIMM17A	TIMM17B	TIMM17A
CIB3	CIB2	CIB3	CIB2
KLF6	KLF7	KLF6	KLF7
